obs,Ranid,ACTION_REASON,EMPLOYEE_END_DATE,ATTRITION_TYPE,RANID_CC,FTE,Most_Recent_Hire_Date,Org_Level_2_Description,Date_of_Export,Country_Description,R1_Tenure,R24_Geographic_Unit,R25_Last_Promotion_Date,R25_months_Last_Promotion_Date,R2_Industry_Alignment,R30_Designation_level,R4_Age,R8_Experienced_Hire,R9_Gender,r26_months_at_level,R28_RANID_CC,R45_cc_ind,Primary_Capability_Description1,Org_Level_1_Description,cnt_councelees,R34_Salary_Peer_Comp,R41_pctle_salary,R46_MAL_vs_Avg_MAL,R6M6_Change_cc_ind,R6M8_Org_unit_ind,R6M9_loc_Org_Key_ind,R12M6_Change_cc_ind,R12M8_Org_unit_ind,R12M10_pct_hike,R12M11_hike_vs_avghike,R18M6_Change_cc_ind,R18M8_Org_unit_ind,R18M9_loc_Org_Key_ind,AVG_TRAIN_6,AVG_HRS_6,AVG_CLASS_6,AVG_CLASS_HRS_6,AVG_ONLINE_6,AVG_ONLINE_HRS_6,AVG_Tech_6,AVG_Tech_HRS_6,AVG_Professional_6,AVG_Professional_HRS_6,AVG_non_Mandate_6,AVG_non_Mandate_HRS_6,AVG_TRAIN_12,AVG_HRS_12,AVG_CLASS_12,AVG_CLASS_HRS_12,AVG_ONLINE_12,AVG_ONLINE_HRS_12,AVG_VIRTUAL_12,AVG_VIRTUAL_HRS_12,AVG_non_Mandate_12,AVG_non_Mandate_HRS_12,TR5_avg_TRAIN_6to12M,TR10_avg_HRS_TRAIN_6to12M,TR15_NUM_CLASS_TRAIN_6to12M,TR20_HRS_CLASS_TRAIN_6to12M,TR5_avg_TRAIN_3to6M,TR10_avg_HRS_TRAIN_3to6M,TR15_NUM_CLASS_TRAIN_3to6M,TR20_HRS_CLASS_TRAIN_3to6M,AVG_CLASS_12_Train,AVG_ONLINE_12_Train,AVG_TRAIN_12_Train,AVG_TRAVEL_6,MTHS_TRAVEL_6,tot_days_travel_6,AVG_TRAVEL_12,MTHS_TRAVEL_12,tot_days_travel_12,RC1_TRAVEL_ratio_3to6M,success_6,diamond_6,success_rate_6,success_rate_diamond_6,failure_rate_diamond_6,success_12,diamond_12,success_rate_12,success_rate_diamond_12,failure_rate_diamond_12,R1_24M10_pct_hike,R13_24M10_pct_hike,avg_pct_hike1,R13_24M11_hike_vs_avghike,avg_pct_hike2,Avg_hike_last_2_yrs,hike_com,hike_com_abs,AVG_AWARDS_6,AVG_AWARDS_12,RC1_awards_ratio_3to6M,RC1_points_ratio_3to6M,RC1_awards_ratio_6to12M,RC1_points_ratio_6to12M,Bonus_Pct_Peer_Comp_new,diff_cn_6,APA_PCT_6,BUD_PCT_6,CHG_PCT_6,PDR_PCT_6,SUT_PCT_6,diff_cn_12,APA_PCT_12,BUD_PCT_12,CHG_PCT_12,MKI_PCT_12,PDR_PCT_12,SUT_PCT_12,Ne_grad,Ugrad_only_ind,deg_ind,no_of_jobs,avg_exp,min_exp,max_exp,tenure.calc,Tenure,MAL,CurrentTeneure,key_talent_flag,key_talent_description,time_at_level,LOA_Status,Career_Track,Org_Level_3_Description,Name_of_Employee_Subgroup,time_at_level_grp,BP.vs.Country,TTC.vs.Country,BP.vs.Country_GRP,TTC.vs.Country_GRP,Talent.Decision_Fy17,Recognize.distinctive.achievement_Fy17,Recognize.talent.priority_Fy17,Future.Promotion_Review.within.12.months_Fy17,Talent.Discussion.Status_Fy17,DTE,Age_group,pctle_Bonus_new,bonus_12_1,MAL_vs_Avg_MAL,AVG_MAL,R32_MAL_vs_Avg_MAL_age,R43_lvl_promotion,DIFF_GIVERS_18,Overall_Experience,Award_given_3month,Award_given_6month,Award_given_12month,promotion_ready_Not_Promoted,Last_Promotion_Date_before_leave,LOA_Last_12Months,Tenure_CC.SV,teamsize_ccsv,attr_pcnt_ccsv,attrition_rate_peer,attrition_rate_skill
672,89563937,Unmgd-CareerOption/Opportunity,2/8/2019,Unmanaged,82085153,1,12/14/2016,Technology Geographic Unit,9/30/2018,USA,21,United States,1/1/1900,0,Growth Platforms,Senior Manager,60,Yes,Male,21,82085153,Assigned,Cloud Computing,Accenture Technology,0,Above,59.129,0.617647059,1,2,1,1,3,0,Better,1,3,1,2,6.116666667,0.666666667,5.5,1.166666667,0.45,0,0,0,0,2,6.116666667,1.833333333,6.708333333,0.416666667,6.083333333,1.333333333,0.541666667,0.083333333,0.083333333,1.666666667,6.675,1.090909091,0.911801242,1.6,0.904109589,0.666666667,0.152588556,0.5,0.060606061,4,12,13,0.5,3,8,0.666666667,3,20,-19998,2,2,0.666666667,0.5,0.5,2,3,0.5,0.333333333,0.666666667,0,0,3,NA,3,0,NA,NA,0,0,0,0,0,0,NA,4,0.106448311,0.304696449,0.202749141,0.036655212,0.444444444,5,0.086997636,0.353702745,0.396685655,0.009321595,0.039357846,0.20093216,0,1,1,1,19,19,19,27,12_24,12_24,24_48,No,NA,0,Not on Leave,Client Delivery & Operations,Intelligent Engineering Services NA Natl,Manager,Others,-0.28,-1.92,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Baby Boomers,0,0,1.690140845,34,Overdue,0.759516346,0,38,0,0,0,NA,NA,Not on Leave,242,11,0,0.136468029,0.08988764
673,89568278,Unmgd-CareerOption/Opportunity,3/8/2019,Unmanaged,85024698,1,1/18/2017,Digital Business,10/31/2018,USA,21,United States,1/1/1900,0,Growth Platforms,Senior Manager,49,Yes,Female,39,85024698,Assigned,Strategy & Experience,Accenture Digital,0,Above,86.771,1.114285714,1,1,2,1,1,4,Better,2,2,2,2.5,7.716666667,0.5,6.666666667,2,1.05,0.166666667,0.083333333,0,0,2.5,7.716666667,1.916666667,7.508333333,0.5,6.875,1.416666667,0.633333333,0,0,1.833333333,7.491666667,1.304347826,1.027746948,1,0.96969697,1.2,0.211663067,0,0,4,12,13,0.166666667,4,3,0.083333333,4,3,-29997,2,2,0.666666667,0.5,0.5,2,2,0.666666667,0.5,0.5,0,0,6,NA,5,0,NA,NA,0,0,0,0,0,0,NA,4,0.125,0.762987013,0.090909091,0.137445887,0,4,0.118773946,0.492663044,0.393206522,0.004347826,0.109782609,0,0,1,1,1,27,27,27,27,12_24,36_48,24_48,Yes,KeyTalent PA,21,Not on Leave,Client & Market,Accenture Interactive,Manager,13-24M,22.71,25.606,Above market,Above market,Continue progressing,NA,X,NA,Complete,Accenture Digital,Gen X,0,0,1.38028169,35,Overdue,0.571884984,0,27,0,0,0,NA,6/1/2017,Not on Leave,63,8,12.5,0.19872814,0.153061224
674,89568692,Unmanaged-Career break,12/13/2018,Unmanaged,82228405,1,1/4/2017,Technology Geographic Unit,7/31/2018,USA,18,United States,1/1/1900,0,Growth Platforms,Manager,39,Yes,Female,30,82228405,Assigned,Industry Applications,Accenture Technology,1,Below,31.177,1,1,1,1,1,1,3,Better,1,1,1,2.166666667,1.133333333,0,0,2.166666667,1.133333333,0.5,0.333333333,0,0,2.166666667,1.133333333,1.333333333,0.616666667,0,0,1.333333333,0.616666667,0,0,1.166666667,0.583333333,1.625,1.837837838,0,0,1.076923077,1.088235294,0,0,0,12,13,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,NA,3,0,NA,NA,0,0,0,0,0,0,NA,2,0.120155039,0,1,0,0,2,0.132662835,0,1,0,0,0,0,1,1,1,4,4,4,24,12_24,24_36,12_24,No,NA,0,Not on Leave,Client Delivery & Operations,Industry - North America National,Manager,Others,-18.13,-18.04,Significantly behind market,Significantly behind market,Continue to grow and learn,X,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.238095238,30,Overdue,0.779859485,0,17,0,0,0,NA,NA,Not on Leave,217,10,7.7,0,0
675,89569571,Unmgd-CareerOption/Opportunity,1/11/2019,Unmanaged,84438590,1,1/4/2017,Technology Geographic Unit,8/31/2018,USA,19,United States,1/1/1900,0,Growth Platforms,Manager,48,Yes,Male,25,84438590,Assigned,Oracle,Accenture Technology,1,Above,88.372,0.806451613,1,1,1,1,1,0,NA,1,1,2,3.166666667,18.7,0,0,3.166666667,5.751666667,0.5,0.5,0,0,3.166666667,18.7,2.083333333,14.92723485,0,0,2.083333333,3.861666667,0,0,1.916666667,14.38977273,1.52,1.03030303,0,0,0.210526316,0.64171123,0,0,0,12,13,0.833333333,1,10,0.5,1,35,2,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,3,0,NA,NA,0,0,0,0,0,0,NA,2,0.038065028,0,0.793899423,0.138629802,0,2,0.076555024,0,0.88224211,0,0.11775789,0,0,1,1,1,9,9,9,25,12_24,24_36,24_48,No,NA,0,Not on Leave,Client Delivery & Operations,Platform,Manager,Others,-2.12,-2.02,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.523809524,31,Overdue,0.776403743,0,26,0,0,0,NA,NA,Not on Leave,144,2,0,0.138259977,0.12464986
676,89577257,Unmanaged-Nature of work,2/15/2019,Unmanaged,84010257,1,1/18/2017,PRD North America OU,9/30/2018,USA,20,United States,1/1/1900,0,Operating Groups,Senior Manager,57,Yes,Male,20,84010257,Assigned,Innovation Performance,Products,0,Above,0,0.588235294,1,1,1,1,1,0,Better,1,2,2,1.333333333,0.583333333,0,0,1.333333333,0.583333333,0.166666667,0.083333333,0,0,1.333333333,0.583333333,1.583333333,1.983333333,0.083333333,1.333333333,1.5,0.65,0,0,1.333333333,1.883333333,0.842105263,0.294117647,0,0,1.5,1.771428571,0,0,1,12,13,0.666666667,0,12,0.916666667,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,5,0,NA,NA,0,0,0,0,0,0,NA,1,0.060576923,0.907156004,0,0.006141249,0.053224156,1,0.103166987,0.573301231,0,0.004815409,0.037988229,0.347244516,0,0,0,0,0,0,0,26,12_24,12_24,24_48,No,NA,0,Not on Leave,Innovation & Thought Leadership,PRD NA Mgt,Manager,Others,22.69,25.606,Above market,Above market,N/A,NA,NA,NA,Complete,OG,Baby Boomers,0,0,1.605633803,34,Overdue,0.73183391,0,35,0,0,0,NA,9/1/2011,Not on Leave,155,11,9.1,0.175723718,0.28
677,89578191,Unmgd-CareerOption/Opportunity,2/1/2019,Unmanaged,89303728,1,2/8/2017,Digital Business,9/30/2018,USA,19,United States,1/1/1900,0,Growth Platforms,Manager,46,Yes,Male,43,89303728,Assigned,Digital & Content,Accenture Digital,0,Above,51.941,1.34375,1,1,1,1,1,0,Better,1,1,1,0.5,0.166666667,0,0,0.5,0.1,0,0,0,0,0.5,0.135833333,0.666666667,0.158333333,0,0,0.666666667,0.158333333,0,0,0.5,0.125,0.75,0.631578947,0,0,0.666666667,1,0,0,0,12,12,2.333333333,0,56,1.5,0,72,1.285714286,0,1,0,0,1,3,1,0.6,0,1,0,0,7,NA,6,0,NA,NA,0,0,0,0,0,0,NA,2,0.084615385,0,0.87394958,0,0.12605042,6,0.080769231,0.006276151,0.837343096,0,0,0.156380753,0,1,1,1,5,5,5,25,12_24,36_48,24_48,No,NA,19,Not on Leave,Client & Market,Accenture Interactive,Manager,13-24M,-13.05,-8.97,Behind market,Well positioned to market,Continue progressing,NA,NA,NA,Complete,Accenture Digital,Gen X,0,0,1.46031746,32,Overdue,0.510083037,0,24,0,0,0,NA,9/1/2012,Not on Leave,40,4,0,0.217948718,0.202578269
678,89580066,Unmgd-CareerOption/Opportunity,3/15/2019,Unmanaged,89032325,1,1/25/2017,Delivery,10/31/2018,USA,21,United States,3/1/2018,7,Growth Platforms,Senior Manager,40,Yes,Male,8,89032325,Assigned,Delivery Lifecycle,Accenture Operations,2,Above,53.387,0.228571429,1,1,1,2,2,15,Better,2,2,2,2.5,1.066666667,0,0,2.166666667,0.816666667,0.166666667,0.083333333,0.333333333,0.25,2.5,1.066666667,2,0.891666667,0.083333333,0.083333333,1.75,0.683333333,0.166666667,0.125,1.916666667,0.875,1.25,1.196261682,0,0,1.066666667,1.25,0,0,1,12,13,3,0,53,1.833333333,0,64,0.666666667,1,1,1,1,0,1,1,1,1,0,0,0,3,NA,5,0,NA,NA,0,0,0,0,0,0,NA,1,0.07747106,0,1,0,0,2,0.092807425,0,0.997013339,0,0,0,0,1,1,1,52,52,52,27,12_24,0_12,24_48,Yes,Promotion,0,Not on Leave,Client Delivery & Operations,SDO,Manager,Others,-10.13,-14.25,Behind market,Behind market,Continue to grow and learn,NA,X,NA,Complete,Accenture Operations,Gen X,0,0,1.126760563,35,Overdue,0.625774473,0,18,0,0,0,NA,12/1/2018,Not on Leave,64,2,0,0.140005395,0.109589041
679,89580412,Unmgd-CareerOption/Opportunity,10/5/2018,Unmanaged,85172849,1,2/1/2017,Technology Geographic Unit,5/31/2018,USA,15,United States,1/1/1900,0,Growth Platforms,Manager,42,Yes,Male,15,85172849,Assigned,Technology Architectures,Accenture Technology,0,Above,1,0.5,2,1,1,2,3,0,Better,3,3,1,1.333333333,0.316666667,0,0,1.333333333,0.316666667,0,0,0,0,1,0.25,1.833333333,1.866666667,0.083333333,0.125,1.75,1.741666667,0,0,1.333333333,1.333333333,0.727272727,0.169642857,0,0,1.25,1.368421053,0,0,1,12,13,0,0,0,0.166666667,6,11,0,1,0,1,0,0,1,0,0.5,0,0,0,0,4,NA,2,0,NA,NA,0,0,0,0,0,0,NA,2,0.061538462,0,0.163934426,0.016393443,0,3,0.052165813,0.002457003,0.578869779,0.114955407,0.007862408,0,0,0,0,1,26,26,26,21,12_24,12_24,12_24,No,NA,0,Not on Leave,Client Delivery & Operations,Platform - North America National,Manager,Others,-11.69,-10.36,Behind market,Behind market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.333333333,30,Overdue,0.778118609,0,20,0,0,0,NA,12/1/2014,Not on Leave,52,0,0,0.133800689,0.11634349
680,89580470,Do Not Use(Umgd-Perso reasons),10/18/2018,Unmanaged,89402552,1,1/30/2017,Digital Business,5/31/2018,USA,16,United States,3/1/2018,2,Growth Platforms,Manager,34,Yes,Female,4,89402552,Assigned,No Function Specialty,Accenture Digital,0,Below,9,0.142857143,1,1,1,1,1,13,Better,2,1,1,1.333333333,0.616666667,0,0,1.333333333,0.616666667,0,0,0,0,0.666666667,0.183333333,1.083333333,3.8,0.083333333,3.333333333,0.916666667,0.383333333,0.083333333,0.083333333,0.5,3.466666667,1.230769231,0.162280702,0,0,1.75,1.891891892,0,0,1,12,13,0.833333333,0,48,0.916666667,0,76,0.4,2,1,0.666666667,0,1,3,1,0.75,0,1,0,0,8,NA,5,0,NA,NA,0,0,0,0,0,0,NA,5,0.140602583,0.077907624,0.815247635,0.076794658,0,6,0.104812587,0.037477384,0.793745154,0,0.090462652,0,0,0,0,1,3,3,3,22,12_24,0_12,12_24,Yes,Promotion,0,Not on Leave,Client Delivery & Operations,Accenture Interactive,Manager,Others,-19.36,-10.66,Significantly behind market,Behind market,Continue to grow and learn,X,NA,X,Complete,Accenture Digital,Gen Y,0,0,1.079365079,30,Overdue,0.510688836,0,12,0,0,0,Promo_ready_Promoted_6mhts_before_leaving,NA,Not on Leave,29,4,25,0.184845006,0.224168126
681,89581557,Unmgd-CareerOption/Opportunity,10/26/2018,Unmanaged,89569241,1,1/25/2017,Security Practice,5/31/2018,USA,16,United States,1/1/1900,0,NA,Senior Manager,33,Yes,Female,16,89569241,Assigned,Security Consulting & Imp,Accenture Security,0,Below,46,0.533333333,1,1,1,2,2,2,Better,2,2,2,1.833333333,7.8,0.5,7.166666667,1.333333333,0.633333333,0.166666667,1,0.166666667,5.066666667,1.666666667,7.666666667,2.5,8.016666667,0.666666667,7.125,1.75,0.808333333,0.083333333,0.083333333,2.083333333,5.875,0.733333333,0.972972973,0.75,1.005847953,1.090909091,1.837606838,1.333333333,1.953488372,4,12,13,2.5,0,25,2.166666667,0,46,1.2,3,2,0.375,0,1,4.6,3,0.416666667,0,1,0,0,5,NA,4,0,NA,NA,0,0.083333333,0,0,-119988,0,NA,7,0.112097151,0.065228827,0.849026828,0.049973698,0.016833246,10.6,0.096427074,0.138423468,0.654070217,0.105903907,0.053616539,0.047945559,0,1,1,1,5,5,5,22,12_24,12_24,12_24,Yes,KeyTalent PA,0,Not on Leave,Innovation & Thought Leadership,Financial Services,Manager,Others,-3.37,5.9,Well positioned to market,Well positioned to market,Continue progressing,NA,X,NA,Complete,Accenture Security,Gen Y,0,0,0.929577465,30,On Time,0.571884984,1,11,0,0,0,NA,NA,Not on Leave,16,3,33.3,0.168453292,0.168039539
682,89582874,Unmgd-CareerOption/Opportunity,11/26/2018,Unmanaged,86963193,1,2/1/2017,Cloud First Applications,6/30/2018,USA,16,United States,1/1/1900,0,Growth Platforms,Senior Manager,43,Yes,Male,16,86963193,Assigned,Software as a Service,Accenture Technology,0,Above,65.277,0.516129032,1,1,1,2,1,0,Better,2,1,2,1,1.383333333,0.166666667,1,0.833333333,0.383333333,0.333333333,1.166666667,0,0,1,1.383333333,1.666666667,1.95,0.25,0.708333333,1.416666667,1.241666667,0,0,1.583333333,1.933333333,0.6,0.709401709,0.666666667,1.411764706,1.666666667,1.855421687,2,2,3,12,13,0.666666667,0,13,1.083333333,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,3,0,NA,NA,0,0,0,0,0,0,Above,1,0.05730659,0.821681864,0,0.190476191,0,1,0.080498323,0.873393257,0,0,0.097967692,0,0,1,1,1,27,27,27,22,12_24,12_24,12_24,No,NA,0,Not on Leave,Sales,Salesforce,Manager,Others,0,0,NA,NA,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,7.42,8305,1.211267606,31,Overdue,0.769094923,0,21,0,0,0,NA,12/1/2016,Not on Leave,94,5,0,0.139238972,0.266932271
683,89584662,Unmgd-CareerOption/Opportunity,3/22/2019,Unmanaged,82514532,1,2/8/2017,PRD North America OU,10/31/2018,USA,20,United States,1/1/1900,0,Operating Groups,Manager,55,Yes,Female,20,82514532,Assigned,SAP,Products,1,Above,62.145,0.64516129,1,1,2,2,1,0,Better,2,1,2,3.833333333,18.71666667,0.833333333,14,2.333333333,4.716666667,0.666666667,0.5,0,0,3.828333333,18.71666667,3.7425,10.275,0.825,7.083333333,2.9875,3.191666667,0,0,3.166666667,10.24166667,1,1.821573398,1.8,1.976470588,1.043478261,0.762243989,1.111111111,0.857142857,4,12,13,2.833333333,0,66,3.083333333,0,159,1.176470588,1,0,1,0,0,1,0,1,0,0,0,0,7,NA,7,0,NA,NA,0,0,0,0,0,0,NA,2,0.128787879,0.026086957,0.934782609,0.039130435,0,2,0.136015326,0.013303769,0.966740577,0,0.019955654,0,0,1,1,1,16,16,16,26,12_24,12_24,24_48,No,NA,20,Not on Leave,Client & Market,PRD NA Midwest,Manager,13-24M,-2.83,-4.68,Well positioned to market,Well positioned to market,Accelerate progression,NA,NA,NA,Complete,OG,Baby Boomers,0,0,1.746031746,31,Overdue,0.633257403,0,33,0,0,0,NA,NA,Not on Leave,211,4,25,0.170495151,0.104234528
684,89584676,Unmgd-CareerOption/Opportunity,11/16/2018,Unmanaged,89681770,1,3/22/2017,Technology Geographic Unit,6/30/2018,USA,15,United States,1/1/1900,0,Growth Platforms,Manager,54,Yes,Male,27,89608518.2,Assigned,Agile,Accenture Technology,0,Above,0,0.9,2,1,1,2,2,6,Better,3,2,3,1.833333333,3.183333333,0.333333333,2.666666667,1.5,0.516666667,0.333333333,0.166666667,0,0,1.833333333,3.183333333,1.916666667,4.666666667,0.5,4.166666667,1.416666667,0.5,0,0,1.75,4.633333333,0.956521739,0.682142857,0.666666667,0.64,1.090909091,1.80104712,2,2,4,12,13,3,0,55,2.333333333,0,72,1.111111111,1,1,0.25,0,1,2,2,0.333333333,0.5,0.5,0,0,4,NA,3,0,NA,NA,0,0,0,0,0,0,Below,5,0.246212121,0,0.530150754,0.090452261,0.335359566,7,0.156339371,0,0.580790961,0,0.097175141,0.305033836,0,0,0,1,14,14,14,21,12_24,24_36,12_24,No,NA,0,Not on Leave,Client Delivery & Operations,Platform - North America National,Manager,Others,-6.59,-7.93,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Baby Boomers,1,1000,1.714285714,30,Overdue,0.781952365,0,32,0,0,0,NA,NA,On Leave,11,0,0,0.139238972,0.299003322
685,89585660,Unmgd-CareerOption/Opportunity,12/14/2018,Unmanaged,89585736,1,3/1/2017,Accenture DayNine,7/31/2018,USA,16,United States,12/1/2017,7,Growth Platforms,Manager,29,Yes,Male,8,89585736,Assigned,No Function Specialty,Accenture Technology,0,Below,8.624,0.266666667,1,1,2,1,1,10,Better,1,2,2,1.666666667,1.366666667,0,0,1.666666667,1.366666667,0.5,0.583333333,0,0,1.666666667,1.366666667,2.25,2.983333333,0,0,2.25,2.983333333,0,0,1.416666667,2.233333333,0.740740741,0.458100559,0,0,0.6,0.146341463,0,0,0,12,13,1.666666667,1,46,1.583333333,1,91,1,3,0,0.875,0,0,4.85,0,0.888888889,0,0,0,0,4,NA,3,0,NA,NA,0,0.083333333,0,0,-119988,0,Above,7,0.143599433,0.033645891,0.904026476,0.007722008,0.054605626,10,0.105046814,0.064046951,0.854299566,0,0.036233733,0.04541975,0,1,1,1,0,0,0,22,12_24,0_12,12_24,Yes,Promotion,0,Not on Leave,Client Delivery & Operations,Workday DayNine,Manager,Others,-32.4655,-27.94,Significantly behind market,Significantly behind market,Promote,NA,NA,NA,Complete,Accenture Technology,Gen Y,5.055,5750,0.920634921,30,On Time,0.779859485,1,7,0,0,0,NA,NA,Not on Leave,16,6,16.7,0.138692739,0.295454545
686,89585671,Unmgd-CareerOption/Opportunity,12/17/2018,Unmanaged,89589988,1,3/1/2017,Accenture DayNine,7/31/2018,USA,16,United States,3/1/2017,16,Growth Platforms,Manager,28,Yes,Female,17,89589988,Assigned,No Function Specialty,Accenture Technology,0,Above,48.59,0.566666667,1,1,1,1,1,5,Better,2,2,1,2,8.083333333,0.166666667,6.666666667,1.833333333,1.416666667,0.833333333,7.583333333,0,0,2,8.083333333,1.5,9.325,0.25,8.333333333,1.25,0.991666667,0,0,1.333333333,9.291666667,1.333333333,0.866845398,0.666666667,0.8,1.166666667,0.305154639,0,0,3,12,13,0.5,1,22,0.583333333,1,47,0.666666667,1,1,1,1,0,1,1,0.5,1,0,0,0,4,NA,3,0,NA,NA,0.166666667,0.083333333,0,0,2,1.242424242,Equal,2,0.055555556,0,0.944852941,0.051470588,0.003676471,3,0.124656279,0,0.932460733,0,0.062827225,0.00052356,0,1,1,1,0,0,0,22,12_24,12_24,12_24,No,NA,0,Not on Leave,Client Delivery & Operations,Workday DayNine,Manager,Others,-13.34,-4.3,Behind market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen Y,5.055,5750,0.888888889,30,On Time,0.779859485,1,6,0,0,0,NA,5/1/2013,Not on Leave,16,10,40,0.138692739,0.295454545
687,89585690,Unmanaged-Promotion,1/18/2019,Unmanaged,89534392,1,3/1/2017,Accenture DayNine,8/31/2018,USA,17,United States,1/1/1900,0,Growth Platforms,Manager,41,Yes,Female,18,89534392,Assigned,No Function Specialty,Accenture Technology,0,Above,50.997,0.580645161,1,1,2,1,1,4,Better,1,1,2,2.333333333,2.133333333,0,0,2.333333333,2.133333333,1.166666667,1.666666667,0,0,2.333333333,2.133333333,1.416666667,1.116666667,0,0,1.416666667,1.116666667,0,0,1.25,1.083333333,1.647058824,1.910447761,0,0,1.857142857,1.96875,0,0,0,12,13,0.833333333,0,6,0.5,0,8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,3,0,NA,NA,0,0,0,0,0,0,NA,1,0.121097446,0.50400157,0,0,0,1,0.229555237,0.416974218,0,0,0,0,0,0,0,1,0,0,0,23,12_24,12_24,12_24,Yes,KeyTalent PA,0,Not on Leave,Sales,Workday DayNine,Manager,Others,0,0,NA,NA,Continue to grow and learn,NA,X,NA,Complete,Accenture Technology,Gen X,0,0,1.301587302,31,Overdue,0.776403743,0,19,0,1,1,NA,12/1/2016,Not on Leave,21,10,37.5,0.138259977,0.281914894
688,89585726,Unmgd-CareerOption/Opportunity,10/12/2018,Unmanaged,82130124,1,3/1/2017,Accenture DayNine,5/31/2018,USA,14,United States,1/1/1900,0,Growth Platforms,Manager,46,Yes,Male,15,82130124,Assigned,No Function Specialty,Accenture Technology,1,Above,61,0.5,1,1,1,1,1,0,Better,2,2,2,0.333333333,0.166666667,0,0,0.166666667,0.083333333,0,0,0,0,0.333333333,0.135833333,1.166666667,1.925,0.5,1.333333333,0.416666667,0.216666667,0.25,0.285416667,1,1.891666667,0.311538462,0.037271269,0,0,0,0,0,0,4,6,13,0,0,0,0.416666667,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,2,0,NA,NA,0.166666667,0.083333333,0,0,2,0,Above,1,0.123076923,0,0,0,0,1,0.107279694,0,0,0,0.025751073,0,0,0,0,1,28,28,28,20,12_24,12_24,12_24,Yes,KeyTalent PA,0,Not on Leave,Corporate Function,Workday DayNine Shared Services,Manager,Others,16.689,17.54,Above market,Above market,Continue to grow and learn,NA,X,NA,Complete,Accenture Technology,Gen X,5.055,5750,1.46031746,30,Overdue,0.778118609,1,24,1,1,1,NA,9/1/2013,Not on Leave,176,9,22.2,0.133800689,0.31981982
689,89585736,Unmgd-CareerOption/Opportunity,1/18/2019,Unmanaged,89534391,1,3/1/2017,Accenture DayNine,8/31/2018,USA,17,United States,1/1/1900,0,Growth Platforms,Senior Manager,51,Yes,Male,18,89534391,Assigned,Software as a Service,Accenture Technology,6,Above,48.697,0.545454545,1,1,1,1,1,5,Better,1,2,1,2,4.283333333,0.333333333,2.666666667,1.5,1.283333333,0,0,0,0,2,4.283333333,1.333333333,2.2,0.166666667,1.333333333,1.083333333,0.7,0.083333333,0.166666667,1.166666667,2.166666667,1.5,1.933238675,2,2,0.333333333,1.245136187,2,2,2,12,13,0.5,0,6,0.666666667,0,16,2,3,0,0.454545455,0,0,4.6,0,0.4375,0,0,0,0,3,NA,3,0,NA,NA,0,0,0,0,0,0,NA,7,0.079143389,0.513650152,0.149140546,0.147118301,0.190091001,10.6,0.104516434,0.554528651,0.17982572,0,0.111961975,0.153683655,0,0,0,1,0,0,0,23,12_24,12_24,12_24,No,NA,0,Not on Leave,Client Delivery & Operations,Workday DayNine,Manager,Others,-6.85,1.42,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.436619718,33,Overdue,0.758940397,1,29,2,3,5,NA,NA,Not on Leave,21,14,14.3,0.138259977,0.240940255
