obs,Ranid,ACTION_REASON,EMPLOYEE_END_DATE,ATTRITION_TYPE,RANID_CC,FTE,Most_Recent_Hire_Date,Org_Level_2_Description,Date_of_Export,Country_Description,R1_Tenure,R24_Geographic_Unit,R25_Last_Promotion_Date,R25_months_Last_Promotion_Date,R2_Industry_Alignment,R30_Designation_level,R4_Age,R8_Experienced_Hire,R9_Gender,r26_months_at_level,R28_RANID_CC,R45_cc_ind,Primary_Capability_Description1,Org_Level_1_Description,cnt_councelees,R34_Salary_Peer_Comp,R41_pctle_salary,R46_MAL_vs_Avg_MAL,R6M6_Change_cc_ind,R6M8_Org_unit_ind,R6M9_loc_Org_Key_ind,R12M6_Change_cc_ind,R12M8_Org_unit_ind,R12M10_pct_hike,R12M11_hike_vs_avghike,R18M6_Change_cc_ind,R18M8_Org_unit_ind,R18M9_loc_Org_Key_ind,AVG_TRAIN_6,AVG_HRS_6,AVG_CLASS_6,AVG_CLASS_HRS_6,AVG_ONLINE_6,AVG_ONLINE_HRS_6,AVG_Tech_6,AVG_Tech_HRS_6,AVG_Professional_6,AVG_Professional_HRS_6,AVG_non_Mandate_6,AVG_non_Mandate_HRS_6,AVG_TRAIN_12,AVG_HRS_12,AVG_CLASS_12,AVG_CLASS_HRS_12,AVG_ONLINE_12,AVG_ONLINE_HRS_12,AVG_VIRTUAL_12,AVG_VIRTUAL_HRS_12,AVG_non_Mandate_12,AVG_non_Mandate_HRS_12,TR5_avg_TRAIN_6to12M,TR10_avg_HRS_TRAIN_6to12M,TR15_NUM_CLASS_TRAIN_6to12M,TR20_HRS_CLASS_TRAIN_6to12M,TR5_avg_TRAIN_3to6M,TR10_avg_HRS_TRAIN_3to6M,TR15_NUM_CLASS_TRAIN_3to6M,TR20_HRS_CLASS_TRAIN_3to6M,AVG_CLASS_12_Train,AVG_ONLINE_12_Train,AVG_TRAIN_12_Train,AVG_TRAVEL_6,MTHS_TRAVEL_6,tot_days_travel_6,AVG_TRAVEL_12,MTHS_TRAVEL_12,tot_days_travel_12,RC1_TRAVEL_ratio_3to6M,success_6,diamond_6,success_rate_6,success_rate_diamond_6,failure_rate_diamond_6,success_12,diamond_12,success_rate_12,success_rate_diamond_12,failure_rate_diamond_12,R1_24M10_pct_hike,R13_24M10_pct_hike,avg_pct_hike1,R13_24M11_hike_vs_avghike,avg_pct_hike2,Avg_hike_last_2_yrs,hike_com,hike_com_abs,AVG_AWARDS_6,AVG_AWARDS_12,RC1_awards_ratio_3to6M,RC1_points_ratio_3to6M,RC1_awards_ratio_6to12M,RC1_points_ratio_6to12M,Bonus_Pct_Peer_Comp_new,diff_cn_6,APA_PCT_6,BUD_PCT_6,CHG_PCT_6,PDR_PCT_6,SUT_PCT_6,diff_cn_12,APA_PCT_12,BUD_PCT_12,CHG_PCT_12,MKI_PCT_12,PDR_PCT_12,SUT_PCT_12,Ne_grad,Ugrad_only_ind,deg_ind,no_of_jobs,avg_exp,min_exp,max_exp,tenure.calc,Tenure,MAL,CurrentTeneure,key_talent_flag,key_talent_description,time_at_level,LOA_Status,Career_Track,Org_Level_3_Description,Name_of_Employee_Subgroup,time_at_level_grp,BP.vs.Country,TTC.vs.Country,BP.vs.Country_GRP,TTC.vs.Country_GRP,Talent.Decision_Fy17,Recognize.distinctive.achievement_Fy17,Recognize.talent.priority_Fy17,Future.Promotion_Review.within.12.months_Fy17,Talent.Discussion.Status_Fy17,DTE,Age_group,pctle_Bonus_new,bonus_12_1,MAL_vs_Avg_MAL,AVG_MAL,R32_MAL_vs_Avg_MAL_age,R43_lvl_promotion,DIFF_GIVERS_18,Overall_Experience,Award_given_3month,Award_given_6month,Award_given_12month,promotion_ready_Not_Promoted,Last_Promotion_Date_before_leave,LOA_Last_12Months,Tenure_CC.SV,teamsize_ccsv,attr_pcnt_ccsv,attrition_rate_peer,attrition_rate_skill
20,81988489,Unmanaged-Travel,2/15/2019,Unmanaged,82238427,1,9/17/1990,PRD North America OU,9/30/2018,USA,232.4,United States,9/1/2001,95,Operating Groups,Senior Manager,52,No,Male,101,82238427,Assigned,Supply Chain & Operations,Products,1,Above,0,3.35,1,2,1,1,2,0,Better,1,2,1,3.333333333,9.883333333,1.166666667,8.833333333,1.5,0.716666667,0.166666667,1,0,0,3.333333333,9.883333333,2.75,8.341666667,0.858333333,7.291666667,1.333333333,0.716666667,0.216666667,0.25,2.583333333,8.258333333,1.212121212,1.184815185,1.384615385,1.211428571,0.6,0.212478921,0.666666667,0.150943396,4,12,13,2.5,0,55,3.5,0,132,0.666666667,3,0,1,0,0,4.6,0,0.714285714,0,0,0,0,5,No Hike,5,0,Worse,Same,0,0,0,0,0,0,NA,4,0.161538462,0.330275229,0.394495413,0.050458716,0.224770642,8,0.144230769,0.383707865,0.458988764,0,0.047191011,0.11011236,0,1,1,0,0,0,0,238.4,48above,60above,48above,Yes,KeyTalent PA,0,Not on Leave,Innovation & Thought Leadership,PRD NA Midwest,Manager,Others,22.71,25.606,Above market,Above market,Continue to grow and learn,NA,X,NA,Complete,OG,Gen X,0,0,1.464788732,34,Overdue,0.73183391,0,30,0,0,0,NA,12/1/2014,Not on Leave,277,6,0,0.175723718,0.370454546
21,81988505,Unmgd-CareerOption/Opportunity,12/21/2018,Unmanaged,88329560,1,12/20/1999,Global CIO,7/31/2018,USA,165.1,United States,9/1/2007,78.95,Corporate Functions,Manager,46,No,Female,81.85,88329560,Assigned,Quality,Corporate Functions,0,Above,31.506,2.728333333,1,1,2,1,1,2,Better,1,2,3,2.333333333,1.066666667,0,0,2.333333333,1.066666667,0,0,0,0,2.333333333,1.066666667,1.666666667,0.691666667,0,0,1.666666667,0.691666667,0,0,1.5,0.658333333,1.4,1.542168675,0,0,1.714285714,1.78125,0,0,0,12,13,0.166666667,2,3,0.333333333,2,6,2,0,0,0,0,0,0,0,0,0,0,7,5,4,Better,3,3.5,Worse,Worse,0.166666667,0.083333333,0,0,0.666666667,0.727272727,NA,1,0.088178295,0,1,0,0,1,0.095306513,0,1,0,0,0,0,1,1,0,0,0,0,171.1,48above,60above,48above,No,NA,0,Not on Leave,Corporate Function,CIO Business Advisory,Manager,Others,-11.93,-12.13,Behind market,Behind market,Continue to grow and learn,NA,NA,NA,Complete,Corporate Functions,Gen X,0,0,1.46031746,30,Overdue,0.770770771,2,24,0,0,0,NA,6/1/2014,Not on Leave,73,10,20,0,0
22,81998128,Unmgd-CareerOption/Opportunity,3/29/2019,Unmanaged,83269910,1,1/18/2001,H&PS North America OU,10/31/2018,USA,213,United States,1/1/2015,45,Operating Groups,Senior Manager,40,No,Female,46,83269910,Assigned,Industry Strategy,Health & Public Service,3,Below,9.16,1.314285714,1,2,1,2,3,11,Better,2,3,1,1.333333333,0.633333333,0,0,1.333333333,0.633333333,0,0,0,0,1.333333333,0.633333333,0.916666667,0.366666667,0,0,0.916666667,0.366666667,0,0,0.75,0.333333333,1.454545455,1.727272727,0,0,0.25,0.526315789,0,0,0,12,12,2.333333333,0,29,1.833333333,0,46,1.142857143,0,0,0,0,0,0,0,0,0,0,16,4,7,Worse,5,7.5,Better,Better,0.166666667,0.083333333,0,0,1.866666667,0,NA,2,0.136363636,0.907156004,0.004385965,0.054824561,0,3,0.124521073,0.86761488,0.080962801,0,0.05142232,0,0,1,1,0,0,0,0,219,48above,36_48,48above,No,NA,38,Not on Leave,Client & Market,H&PS NA Southwest,Manager,37-48M,-6.8,-9.34,Well positioned to market,Well positioned to market,Continue progressing,X,NA,NA,Complete,OG,Gen X,0,0,1.126760563,35,Overdue,0.741344196,1,18,0,0,0,NA,NA,Not on Leave,127,4,0,0.226213221,0.21875
23,82033375,Unmanaged-Total rewards,11/29/2018,Unmanaged,82412852,1,6/28/2004,Accenture Products & Platforms,6/30/2018,USA,168,United States,9/1/2012,69,Growth Platforms,Senior Manager,36,No,Female,70,82412852,Assigned,Accenture Products & Plat,Accenture Technology,2,Below,28.065,2.258064516,1,1,1,1,1,0,Better,1,1,1,4.666666667,27.01666667,0.833333333,20,3.5,2.05,0.666666667,17.33333333,0.166666667,0.166666667,4.666666667,27.01666667,3.716666667,16.62333333,0.858333333,13.61666667,2.5,1.658333333,0.216666667,0.25,3.466666667,16.44833333,0.965517241,0.911442227,0.454545455,0.88820827,1.642857143,1.686613202,1.6,1.668965517,4,12,13,0.166666667,3,3,0.083333333,3,3,-29997,0,0,0,0,0,0,0,0,0,0,0,0,1,No Hike,3,0,Worse,Same,0,0,0,0,0,0,NA,1,0.130769231,0.132743363,0.769911504,0.097345133,0,1,0.114903846,0.122216187,0.743074416,0,0.134709397,0,0,1,1,0,0,0,0,174,48above,60above,48above,No,NA,0,Not on Leave,Client Delivery & Operations,APP,Manager,Others,-6.31,-8.57,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen Y,0,0,1.014084507,31,Overdue,0.769094923,0,14,2,3,5,NA,NA,Not on Leave,304,6,0,0.139238972,0.110650069
24,82037649,Voluntary,9/21/2018,Unmanaged,83069417,1,8/23/1999,Technology Geographic Unit,4/30/2018,USA,224,United States,4/1/2009,95,Growth Platforms,Senior Manager,41,No,Female,101,83069417,Assigned,Engagement Management,Accenture Technology,1,Below,28,3.35,1,1,1,1,1,3,Better,1,1,2,1.833333333,5.433333333,0.333333333,4.916666667,1.5,0.516666667,0.166666667,0.083333333,0,0,1.666666667,5.4,1.583333333,3.858333333,0.333333333,3.291666667,1.25,0.566666667,0,0,1.416666667,3.825,1.157894737,1.408207343,1,1.493670886,0.909090909,0.079754601,0,0,4,12,13,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,2,Worse,3,0,NA,Worse,0,0,0,0,0,0,NA,1,0.140625,0,1,0,0,1,0.179083095,0,0.997013339,0,0,0,0,1,1,0,0,0,0,230,48above,60above,48above,Yes,KeyTalent PA,0,Not on Leave,Client Delivery & Operations,AO Contract Based,Manager,Others,0,0,NA,NA,Continue to grow and learn,NA,X,NA,Complete,Accenture Technology,Gen X,0,0,1.154929577,28,Overdue,0.775022143,0,19,0,0,0,NA,12/1/2017,Not on Leave,156,5,0,0.127255116,0.09771987
25,82040883,Voluntary,12/31/2018,Unmanaged,82248834,1,6/1/1976,Technology Geographic Unit,7/31/2018,USA,232.4,United States,9/1/1991,95,Growth Platforms,Senior Manager,61.2,No,Male,101,82248834,Assigned,Business Operations Mgmt,Accenture Technology,0,Above,83.835,3.35,1,1,1,1,1,0,Better,1,1,2,1.833333333,3.233333333,0.333333333,2.666666667,1.5,0.566666667,0,0,0,0,1.833333333,3.233333333,1.583333333,2.708333333,0.416666667,2.291666667,1.166666667,0.416666667,0,0,1.416666667,2.675,1.157894737,1.193846154,0.8,1.163636364,1.272727273,1.896907216,2,2,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No Hike,3,0,Worse,Same,0,0,0,0,0,0,NA,1,0.214147287,0,1,0,0,2,0.195402299,0.058928571,0.935119048,0,0.005952381,0,0,1,1,0,0,0,0,238.4,48above,60above,48above,No,NA,0,Not on Leave,Client Delivery & Operations,AO Contract Based,Manager,Others,20.32,25.606,Above market,Above market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Baby Boomers,0,0,1.723943662,32,Overdue,0.762345679,0,39.2,0,0,0,NA,9/1/2009,Not on Leave,318,10,0,0.138692739,0.253968254
26,82048026,Unmgd-CareerOption/Opportunity,2/22/2019,Unmanaged,84664041,1,5/21/2018,Technology Geographic Unit,9/30/2018,USA,8,United States,9/1/2011,84,Growth Platforms,Senior Manager,41,No,Male,4,84664041,Assigned,No Function Specialty,Accenture Technology,0,Below,16.035,0.142857143,1,1,1,1,1,9,Better,1,1,1,5.533333333,16.65,1.166666667,6.125,4.5,5.363333333,1.6,6.1,0,0,5.533333333,16.65,0.333333333,0.225,0,0,0.083333333,0.041666667,0,0,0.083333333,0.06,0.244800951,0.033166833,0,0,0.328205128,0.28028028,0.740740741,0.272108844,0,1,6,0.5,1,4,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,3,0,NA,NA,0,0,0,0,0,0,NA,2,0.085,0.215846995,0.037568306,0.010928962,0.497417538,2,0.095427435,0.086813187,0.01510989,0,0.004395604,0.295879121,0,1,1,1,81,81,82.2,14,3_6,0_12,6_12,No,NA,0,Not on Leave,Client Delivery & Operations,Intelligent Platform Services,Manager,Others,-22.66,-24.926,Significantly behind market,Significantly behind market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.154929577,34,Overdue,0.759516346,0,19,0,0,0,NA,6/1/2018,Not on Leave,181,7,0,0.136468029,0.307692308
27,82091988,Unmanaged-Travel,1/18/2019,Unmanaged,84187659,1,2/26/2001,PRD North America OU,8/31/2018,USA,210,United States,12/1/2017,8,Operating Groups,Senior Manager,41,No,Male,9,84187659,Assigned,SAP,Products,2,Above,0,0.272727273,1,1,1,2,1,9,Better,3,1,2,4.333333333,3.333333333,0.333333333,1.25,4,2.083333333,1.6,2.066666667,0,0,4,3.266666667,2.333333333,4.125,0.333333333,3.083333333,2,1.041666667,0,0,2.166666667,4.091666667,1.769518717,0.808080808,1,0.405405405,1.461538462,1.25,1,0.4,4,12,13,0.5,0,4,0.25,0,4,2,0,0,0,0,0,0,0,0,0,0,9,0,5,No Hike,5,4.5,Better,Better,0,0,0,0,0,0,NA,2,0.117424242,0.13304721,0.643776824,0.115879828,0.107296137,2,0.109195402,0.066666667,0.821505376,0,0.058064516,0.053763441,0,0,0,0,0,0,0,216,48above,0_12,48above,Yes,Promotion,0,Not on Leave,Innovation & Thought Leadership,PRD NA WEST,Manager,Others,6.78,11.16,Well positioned to market,Above market,Promote,X,NA,NA,Complete,OG,Gen X,0,0,1.154929577,33,Overdue,0.729452055,0,19,0,0,0,NA,NA,Not on Leave,10,0,0,0.163326653,0.139072848
28,82106891,Unmanaged-Work/life balance,1/31/2019,Unmanaged,82543544,1,6/25/2004,Technology Geographic Unit,8/31/2018,USA,165.1,United States,12/1/2015,32,Growth Platforms,Manager,46,No,Female,33,82543544,Assigned,Program Project Mgmt,Accenture Technology,0,Below,14.784,1.064516129,1,1,2,1,1,0,Better,2,1,3,1.333333333,0.8,0,0,1.333333333,0.8,0.166666667,0.166666667,0,0,1.333333333,0.8,1.25,6.141666667,0.25,5.666666667,1,0.475,0,0,1.083333333,6.108333333,1.066666667,0.130257802,0,0,0.5,0.166666667,0,0,3,12,13,0.166666667,4,4,0.083333333,5,4,-29997,1,1,1,1,0,1,1,1,1,0,1,1,6,Worse,3,0.5,Worse,Worse,0,0,0,0,0,0,NA,2,0.09469697,0,0.991631799,0.008368201,0,2,0.122605364,0,0.984716157,0,0.015283843,0,0,1,1,0,0,0,0,171.1,48above,24_36,48above,No,NA,0,Not on Leave,Client Delivery & Operations,Platform,Manager,Others,-18.38,-20.55,Significantly behind market,Significantly behind market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.46031746,31,Overdue,0.776403743,0,24,0,0,0,NA,12/1/2017,Not on Leave,210,7,0,0.138259977,0.131274131
29,82107142,Unmgd-CareerOption/Opportunity,3/28/2019,Unmanaged,82446756,1,8/19/2003,PRD North America OU,10/31/2018,USA,182,United States,9/1/2011,85,Operating Groups,Senior Manager,38,No,Male,86,82446756,Assigned,SAP,Products,1,Below,30.75,2.457142857,1,1,2,1,1,0,Better,2,1,3,1.833333333,1.566666667,0,0,1.833333333,1.566666667,0,0,0,0,1.666666667,1.4,2.916666667,6.233333333,0.416666667,4.333333333,2.5,1.9,0,0,2.75,6.083333333,0.628571429,0.251336898,0,0,1.272727273,1.595744681,0,0,4,12,13,0,0,0,1.25,6,50,0,0,0,0,0,0,1,0,0.25,0,0,0,0,5,No Hike,4,0,Worse,Same,0,0,0,0,0,0,NA,3,0.149621212,0.190979956,0.803452116,0.005567929,0,5,0.166666667,0.453735632,0.447988506,0,0.047126437,0.051149425,0,1,1,0,0,0,0,188,48above,60above,48above,No,NA,51.6,Not on Leave,Client & Market,PRD NA Mgt,Manager,>48M,10.68,8.57,Above market,Well positioned to market,Continue progressing,NA,NA,NA,Complete,OG,Gen Y,0,0,1.070422535,35,Overdue,0.734622144,0,16,0,0,0,NA,3/1/2012,Not on Leave,315,7,0,0.170495151,0.104234528
30,82109043,Unmanaged-MutualAgreemnt-LEGAL,11/21/2018,Unmanaged,82511841,1,4/9/2003,CMT North America OU,6/30/2018,USA,182,United States,9/1/2011,81,NA,Senior Manager,39,No,Female,82,82511841,Assigned,Industry Applications-CMT,"Communications, Media & Technology",3,Above,40.869,2.64516129,1,1,1,1,2,2,Better,2,2,2,0.833333333,0.256666667,0,0,0.833333333,0.25,0,0,0,0,0.833333333,0.25,1,2.883333333,0.333333333,2.708333333,0.666666667,0.175,0,0,0.833333333,2.85,0.833333333,0.086705202,0,0,1.6,1.866666667,0,0,4,12,12,0.166666667,1,3,0.083333333,1,3,2,0,0,0,0,0,1,0,0.5,0,0,11,9,6,Better,5,5.5,Worse,Worse,0,0,0,0,0,0,NA,1,0.0625,0.482051282,0.517948718,0,0,3,0.112912913,0.668246446,0.331753555,0,0,0,0,1,1,0,0,0,0,188,48above,60above,48above,No,NA,51.6,Not on Leave,Client & Market,CMT NA West,Manager,>48M,0,0,NA,NA,Continue progressing,NA,NA,NA,Complete,OG,Gen X,0,0,1.098591549,31,Overdue,0.814492754,0,17,0,0,0,NA,12/1/2014,Not on Leave,238,8,0,0.152492669,0.164102564
31,82133025,Unmgd-CareerOption/Opportunity,1/25/2019,Unmanaged,82327203,1,8/10/2000,PRD North America OU,8/31/2018,USA,216,United States,12/1/2017,8,Operating Groups,Senior Manager,40,No,Female,9,82327203,Assigned,HR and Talent Management,Products,1,Above,61.207,0.272727273,1,1,2,1,1,10,Better,1,1,2,2.166666667,0.916666667,0.166666667,0.166666667,2,0.75,0.166666667,0.083333333,0,0,2,0.883333333,1.333333333,2.933333333,0.25,2.541666667,1.083333333,0.391666667,0,0,1.166666667,2.9,1.625,0.3125,0.666666667,0.06557377,1.230769231,1.272727273,2,2,3,12,13,1.666666667,1,32,1.416666667,1,49,0.6,1,1,1,1,0,2,1,0.666666667,1,0,10,0,5,No Hike,5,5,Better,Better,0,0,0,0,0,0,NA,2,0.071969697,0.032653061,0.967346939,0,0,4,0.086206897,0.150943396,0.849056604,0,0,0,0,1,1,0,0,0,0,222,48above,0_12,48above,Yes,Promotion,0,Not on Leave,Innovation & Thought Leadership,PRD NA Northeast,Manager,Others,-14.78,-12.26,Behind market,Behind market,Promote,NA,X,NA,Complete,OG,Gen X,0,0,1.126760563,33,Overdue,0.729452055,0,18,0,0,0,NA,7/1/1994,Not on Leave,333,3,0,0.163326653,0.370454546
32,82142547,Voluntary,1/4/2019,Unmanaged,86003948,1,1/16/1989,GU Strategy Practices,8/31/2018,USA,232.4,United States,9/1/2000,95,Growth Platforms,Senior Manager,53,No,Male,101,86003948,Assigned,Supply Chain & Operations,Accenture Strategy,3,Above,0,3.35,1,2,2,1,2,3,Better,2,2,3,1.833333333,3.45,0.5,2.833333333,1.333333333,0.616666667,0.166666667,0.083333333,0,0,1.833333333,3.45,1.416666667,2.033333333,0.416666667,1.666666667,1,0.366666667,0,0,1.25,2,1.294117647,1.696721311,1.2,1.7,0.727272727,1.739130435,2,2,4,12,13,3.333333333,0,60,3.416666667,0,125,1,2,1,0.5,0,1,4,1,0.571428571,0,1,5,2,10,Worse,8,2.5,Worse,Better,0,0,0,0,0,0,NA,5,0.111742424,0.075692964,0.92217484,0.002132196,0,8,0.143809524,0.198553949,0.728031146,0,0.024471635,0.04894327,0,1,1,0,0,0,0,238.4,48above,60above,48above,No,NA,0,Not on Leave,Innovation & Thought Leadership,Strat Func - Supply Chain & Operations,Manager,Others,13.92,20.63,Above market,Above market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Strategy,Gen X,0,0,1.492957746,33,Overdue,0.706185567,0,31,0,0,0,NA,4/1/2012,Not on Leave,116,6,0,0.23629169,0.17699115
33,82146119,Unmanaged-Nature of work,1/7/2019,Unmanaged,82940870,1,12/6/1993,Technology Geographic Unit,8/31/2018,USA,232.4,United States,12/1/2017,8,Growth Platforms,Senior Manager,50,No,Male,9,82940870,Assigned,Technology Architectures,Accenture Technology,7,Above,88.692,0.272727273,1,1,1,1,1,9,Better,2,1,1,5.533333333,8.916666667,1.166666667,4.666666667,3,3,1.6,5.25,0,0,5.533333333,8.916666667,3.5,10.35,0.858333333,8.125,1.833333333,1.6,0.216666667,0.25,3.466666667,10.35,1.619047619,0.861513688,1.466666667,0.574358974,0.823529412,0.721495327,0.363636364,1.142857143,4,12,13,2.833333333,0,63,3.166666667,0,118,0.588235294,0,2,0,0,1,2,3.6,0.25,0,1,12,3,3,Same,3,6,Better,Better,0,0,0,0,0,0,NA,7,0.176136364,0.036781609,0.885057471,0.034482759,0.043678161,9,0.146551724,0.022446689,0.867564534,0,0.084175084,0.025813693,0,1,1,0,0,0,0,238.4,48above,0_12,48above,Yes,Promotion,0,Not on Leave,Client Delivery & Operations,Platform,Manager,Others,-4.02,-9.16,Well positioned to market,Well positioned to market,Promote,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.408450704,33,Overdue,0.758940397,0,28,2,3,5,NA,12/1/2017,Not on Leave,164,12,8.3,0.138259977,0.153005464
34,82149087,Unmanaged-Work/life balance,11/28/2018,Unmanaged,82102452,1,8/24/2000,Growth & Strategy,6/30/2018,USA,214,United States,11/1/2012,67,Corporate Functions,Senior Manager,42,No,Male,7,82102452,Assigned,Industry Strategy,Corporate Functions,0,Below,30.761,0.225806452,1,1,2,1,1,0,Better,2,1,3,0.333333333,0.256666667,0,0,0.166666667,0.083333333,0,0,0,0,0.333333333,0.15,0.333333333,0.225,0,0,0.166666667,0.083333333,0,0,0.083333333,0.06,1,1,0,0,2,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,Worse,3,1,Worse,Worse,0,0,0,0,0,0,NA,1,0.029526635,0,0,0,0,1,0.050928118,0,0,0,0,0,0,1,1,0,0,0,0,220,48above,0_12,48above,No,NA,0,On Leave,Innovation & Thought Leadership,Accenture Research,Manager,Others,0,0,NA,NA,N/A,NA,NA,NA,Complete,Corporate Functions,Gen X,0,0,1.183098592,31,Overdue,0.81861013,0,20,0,0,0,NA,12/1/2016,On Leave,249,14,7.1,0.101272265,0.166666667
35,82157585,Unmanaged-Career break,12/3/2018,Unmanaged,82011320,1,6/26/2001,Geographic Services,7/31/2018,USA,165.1,United States,3/1/2010,78.95,Corporate Functions,Manager,40,No,Female,81.85,82011320,Assigned,No Technology Specialty,Corporate Functions,0,Above,58.136,2.728333333,1,1,1,1,1,0,Better,1,1,2,2.333333333,1.05,0,0,2.333333333,1.05,0.333333333,0.166666667,0,0,2.333333333,1.05,2.75,4.941666667,0.25,3.708333333,2.5,1.233333333,0,0,2.5,4.841666667,0.848484848,0.212478921,0,0,0.428571429,0.571428571,0,0,3,12,13,0.5,1,9,0.25,1,9,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,3,0,NA,Better,0,0,0,0,0,0,NA,1,0.1171875,0,0,0,0,1,0.142307692,0,0,0,0,0,0,1,1,0,0,0,0,171.1,48above,60above,48above,No,NA,0,Not on Leave,Corporate Function,GS Operations,Manager,Others,0,0,NA,NA,Continue to grow and learn,NA,NA,NA,Complete,Corporate Functions,Gen X,0,0,1.26984127,30,Overdue,0.770770771,0,18,0,0,0,NA,9/1/2011,Not on Leave,241,3,0,0.097771023,0
36,82163894,Voluntary,12/31/2018,Unmanaged,81994332,1,7/16/1996,Technology Geographic Unit,7/31/2018,USA,165.1,United States,9/1/1997,78.95,Growth Platforms,Manager,57,No,Male,81.85,81994332,Assigned,Engagement Management,Accenture Technology,0,Above,78.773,2.728333333,1,1,2,1,1,0,Better,1,1,3,0.333333333,0.166666667,0,0,0.166666667,0.083333333,0,0,0,0,0.333333333,0.135833333,0.179166667,0.135833333,0,0,0.083333333,0.083333333,0,0,0.083333333,0.083333333,1.866666667,1.98825896,0,0,2,2,0,0,0,1,2.15,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,No Hike,3,0,Worse,Same,0,0,0,0,0,0,NA,1,0.03875969,0,1,0,0,1,0.083639706,0,1,0,0,0,0,0,0,0,0,0,0,171.1,48above,60above,48above,No,NA,0,Not on Leave,Client Delivery & Operations,AO Contract Based,Manager,Others,-3.8,2.41,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Silent,0,0,1.80952381,30,Overdue,0.779859485,0,35,0,0,0,NA,NA,Not on Leave,265.85,6,0,0.138692739,0.079734219
37,82171262,Unmanaged-Work/life balance,12/3/2018,Unmanaged,81987920,1,8/9/1999,Technology Geographic Unit,7/31/2018,USA,227,United States,10/1/2012,69,Growth Platforms,Senior Manager,43,No,Male,70,81987920,Assigned,SAP,Accenture Technology,7,Below,31.508,2.1875,1,1,1,1,1,4,Better,1,1,1,2.333333333,0.75,0,0,2.333333333,0.75,0,0,0,0,2.333333333,0.75,1.833333333,2.966666667,0.083333333,2.333333333,1.75,0.633333333,0,0,1.666666667,2.933333333,1.272727273,0.252808989,0,0,1.285714286,1.333333333,0,0,1,12,13,0,0,0,0.25,7,8,0,0,1,0,0,1,0,1,0,0,1,5,1,1,Same,3,2.5,Better,Better,0,0,0,0,0,0,NA,1,0.094570928,0,1,0,0,1,0.122699387,0,0.98001998,0,0.01998002,0,0,1,1,0,0,0,0,233,48above,60above,48above,Yes,KeyTalent PA,0,Not on Leave,Client Delivery & Operations,AO Contract Based,Manager,Others,-14.02,-9.39,Behind market,Well positioned to market,Continue to grow and learn,NA,X,NA,Complete,Accenture Technology,Gen X,0,0,1.211267606,32,Overdue,0.762345679,1,21,2,3,5,NA,9/1/2012,Not on Leave,275,11,0,0.138692739,0.09721519
38,82186142,Unmgd-CareerOption/Opportunity,9/21/2018,Unmanaged,82293067,1,5/18/1998,PRD North America OU,4/30/2018,USA,232.4,United States,6/1/2009,95,Operating Groups,Senior Manager,43,No,Male,42,82293067,Assigned,Engagement Management,Products,2,Below,35,1.5,1,1,1,1,3,3,Better,2,3,2,3,12.25,0.666666667,10.91666667,2.166666667,1.166666667,0.666666667,1.75,0.333333333,5.066666667,3,12.25,2.666666667,8.9,0.666666667,7.75,1.916666667,1.066666667,0.083333333,0.083333333,2.25,8.65,1.125,1.376404494,1,1.408602151,0.777777778,0.484353741,0.5,0.488549618,4,12,13,0.5,0,14,0.666666667,0,36,1.333333333,1,1,1,1,0,1,1,1,1,0,12,9,5,Better,5,6,Worse,Worse,0,0,0,0,0,0,NA,2,0.170454546,0.122146119,0.793378995,0.084474886,0,2,0.132194665,0.12051766,0.802372607,0,0.077109733,0,0,0,0,0,0,0,0,238.4,48above,36_48,48above,No,NA,19,Not on Leave,Client & Market,PRD NA WEST,Manager,13-24M,0.61,-1.3,Well positioned to market,Well positioned to market,Continue progressing,NA,NA,NA,Complete,OG,Gen X,0,0,1.211267606,28,Overdue,0.740924092,0,21,2,3,5,NA,NA,Not on Leave,9.4,7,0,0.147744175,0
